37,20041101, 0, 0,  25,  79.6,   5.6
37,20041101, 0, 1,  21,  76.0,   4.7
37,20041101, 0, 2,  19,  83.6,   3.9
37,20041101, 0, 3,  25,  82.8,   6.4
37,20041101, 0, 4,  16,  92.3,   2.8
37,20041101, 0, 5,  20,  85.8,   4.7
37,20041101, 0, 6,  26,  82.2,   5.8
37,20041101, 0, 7,  24,  84.8,   4.2
37,20041101, 0, 8,  33,  78.8,   6.9
37,20041101, 0, 9,  21,  74.2,   6.2
37,20041101, 0,10,  25,  74.3,   5.3
37,20041101, 0,11,  25,  75.8,   6.7
37,20041101, 0,12,  30,  75.7,   7.4
37,20041101, 0,13,  24,  79.2,   5.1
37,20041101, 0,14,  20,  82.8,   4.5
37,20041101, 0,15,  26,  78.9,   6.2
37,20041101, 0,16,  21,  84.0,   3.6
37,20041101, 0,17,  26,  73.6,   5.9
37,20041101, 0,18,  25,  73.6,   7.9
37,20041101, 0,19,  29,  76.3,   7.5
37,20041101, 0,20,  23,  84.9,   6.3
37,20041101, 0,21,  22,  78.0,   5.5
37,20041101, 0,22,  26,  81.0,   5.8
37,20041101, 0,23,  22,  75.9,   5.5
37,20041101, 0,24,  21,  80.8,   6.0
37,20041101, 0,25,  23,  78.9,   7.1
37,20041101, 0,26,  25,  73.8,   6.7
37,20041101, 0,27,  21,  72.2,   4.3
37,20041101, 0,28,  19,  71.3,   4.7
37,20041101, 0,29,  27,  69.4,   8.2
37,20041101, 0,30,  24,  67.7,   7.5
37,20041101, 0,31,  22,  72.9,   5.8
37,20041101, 0,32,  33,  73.0,   8.6
37,20041101, 0,33,  28,  73.1,   8.4
37,20041101, 0,34,  16,  78.7,   4.4
37,20041101, 0,35,  21,  78.2,   4.6
37,20041101, 0,36,  17,  78.9,   4.1
37,20041101, 0,37,  23,  74.1,   5.6
37,20041101, 0,38,  16,  61.9,   9.8
37,20041101, 0,39,  34,  49.8,  27.8
37,20041101, 0,40,  22,  54.1,  58.3
37,20041101, 0,41,  21,  50.4,  57.2
37,20041101, 0,42,  19,  35.8,  12.9
37,20041101, 0,43,  19,  64.8,   5.6
37,20041101, 0,44,  18,  76.1,   5.2
37,20041101, 0,45,  18,  72.7,   4.6
37,20041101, 0,46,  14,  76.5,   3.5
37,20041101, 0,47,  21,  67.8,   6.2
37,20041101, 0,48,  26,  66.7,   7.1
37,20041101, 0,49,  12,  78.3,   2.8
37,20041101, 0,50,  18,  71.1,   4.8
37,20041101, 0,51,  17,  67.1,   4.2
37,20041101, 0,52,  24,  59.1,   8.1
37,20041101, 0,53,  11,  71.8,   3.3
37,20041101, 0,54,  12,  69.6,   3.1
37,20041101, 0,55,  14,  76.4,   2.9
37,20041101, 0,56,  21,  76.8,   5.7
37,20041101, 0,57,  16,  80.0,   2.9
37,20041101, 0,58,  18,  84.1,   3.0
37,20041101, 0,59,  17,  79.7,   3.4
37,20041101, 1, 0,  29,  77.9,   6.8
37,20041101, 1, 1,  16,  88.9,   3.6
37,20041101, 1, 2,  14,  89.4,   3.6
37,20041101, 1, 3,  15,  76.3,   4.1
37,20041101, 1, 4,   7, 100.0,   1.8
37,20041101, 1, 5,  21,  79.8,   4.7
37,20041101, 1, 6,  16,  81.4,   4.9
37,20041101, 1, 7,  20,  83.3,   4.7
37,20041101, 1, 8,  27,  78.0,   8.0
37,20041101, 1, 9,  18,  71.6,   4.9
37,20041101, 1,10,  16,  63.2,   4.6
37,20041101, 1,11,  11,  86.6,   2.4
