63.9692716,5.609797459,,,63.75722,57.66615
74.43583,8.689738776,,,,
70.3775,7.224730445,,,,
66.31917,5.374188311,,,,
64.92375,4.311168693,,,,
63.52833,2.879314328,,,,
63.34583,3.134828624,,,,
63.16333,3.371031,,,,
62.9774311,3.387771701,,,,
62.7858989,3.404933612,,,,
62.6,3.421508439,,,,
65.75483044,6.20017468,,,,
67.21714,7.187913466,,,,
65.4833827,7.426184559,,,,
63.6970873,7.663931948,,,,
61.96333,7.887836839,,,,
61.17793,6.707355455,,,,
60.36873,5.218923529,,,,
59.58333,3.163512289,,,,
55.71333,3.169813875,,,,
