59.4068569491,76.2619111911,76.9174030564,68.9633901625,69.3202084269,74.1615725678,80.3893988803,88.0502248457,82.6679918547,86.4409597242,90.6402034977,85.193667193,90.3449290959,80.4472028717,76.7254542241,80.4023214452,81.0261104441,88.3624923499,83.6678206179,81.113113306,80.7056863471,86.4153942343,78.1675230109,74.8253785963,84.1440166933,68.9465573564,65.5275721642,58.8978303275,37.0709388514,40.9956588807,40.7367418077,47.2471710655,51.0327760926,37.5558716071,33.6514830915,50.1981753713,50.0885204752,53.4110216099,51.6185207139,44.2514401047,38.2909872576,40.9287751048,43.4175715757,38.1802042634,66.1296183173,82.5406669075,87.2558066988,83.6013564311,82.886503019,80.6540042325,75.5997597403,68.2603754383,54.1441132591,35.1439070802,30.2203122921,29.1767782768,27.34946572,22.6300259506,25.940623205,31.0100843916,33.5607344313,39.74656619,69.4527273913,74.1148930989,75.8455352471,63.4931744624,38.9964386943,30.837800549,25.9932694459,24.1920635528,26.0412548755,25.371957605,24.2751123381,21.3706108848,26.6926442734,49.8774267953,60.3815303196,60.7317917115,66.3662428233,72.1585914518,72.477458639,68.4242952589,68.5547603186,71.2819587725,84.3092462176,83.091728505,85.4372026251,90.358462996,78.8911287038,80.7475142016,84.7403334796,82.7429607044,80.683987925,77.7078984756,76.7117125909,77.4383718094,80.4699970433,80.3700953878,80.206023153,81.2657333121,80.3694836216,87.3673165572,89.5627496755,88.3581052935,84.5847508963,78.3507523087,55.3754334539,42.2857866129,40.7438255146,52.3332472429,55.5201278963,60.6489714102,55.9983706935,47.8712272206,38.0151898576,37.0799731068,31.8157413282,21.7590466342,15.9011044889,18.7780901197,30.2800651246,29.9007887652,32.7726099789,39.2581240547,48.1100434294,44.9457774715,22.4728887357
60.2930398901,77.7099931849,80.8743088754,72.9471864193,75.8868990336,77.2786002532,85.5265686742,89.9405295901,82.9228331864,86.1464755447,81.9187765409,80.0989673499,88.1307715366,78.2494053061,77.934312921,79.7441424826,78.7215356646,81.5915665221,84.3818351198,80.1769178829,75.4988215242,75.965996938,74.1988348384,72.9505076479,85.4679329503,77.2269995468,72.4311045947,72.1207819314,59.7959101846,54.1642455445,53.086199818,57.1476064525,79.7001741442,47.5138890379,39.1751407166,50.7927944066,50.5136946072,55.5019076893,52.8624305033,45.2731710717,39.4777416201,41.4463323556,35.598199622,37.2627725561,65.0924191403,83.1411994603,81.8767118137,85.7464800641,87.7977620835,84.6639728506,82.6330869108,69.3060804419,56.7792508659,34.3530906912,35.1594873946,28.7806504858,24.6049852238,29.3894042228,29.3112155683,31.9001671776,32.3469788145,36.8793384899,66.6112765598,69.5629221625,72.4123195979,56.823159701,30.8675625333,25.1562206368,21.9275720945,22.5764426655,19.0869797554,17.0078444373,15.8299484565,25.0625698893,58.6346841271,65.2841849099,69.0681271534,72.0364349997,75.8254528663,73.1951270984,68.1212295382,71.1587526571,71.7484604881,73.784111258,85.5459891818,81.3381346623,83.0936444144,89.3546149214,78.9602317518,76.992267373,79.750932301,76.5245291423,73.9199023646,73.9327056892,72.6405792016,72.3420447216,76.4418830488,78.896914084,79.368470126,82.4798246747,78.4540434124,82.6643696822,86.4095774063,87.9150061866,86.8650078558,85.2502959513,59.0001902064,51.1479463601,48.390049803,51.1468931714,54.7691330686,56.9148417491,51.7906959601,41.5672252422,34.4438128343,26.3070687127,17.2650440249,14.9190509864,18.1926880023,33.2595606549,37.9447354663,37.3496070163,37.529616431,36.9823725418,35.2491351249,33.8001210878,16.9000605439
59.2484086721,71.3549825216,75.6900567811,67.6523958071,70.2876933031,80.8735312377,81.4266365182,88.6881333027,81.7590367946,79.9321590327,85.3661191253,80.5108572474,88.220322201,81.8361093057,79.2846480098,82.0090992287,79.854116846,80.096187264,86.4232357552,79.2758317119,74.9053482409,74.147752937,68.825245595,69.8896449284,82.3304804969,76.1439369098,78.4102468936,68.2010182916,46.7083707602,46.831896999,47.7849834174,46.2357254095,54.3541905151,45.330597754,37.1510341463,52.8592854593,57.7136440656,59.4397216286,54.4639891181,43.719049413,38.051237512,38.3179272037,30.1938177562,32.4673246885,64.4107074112,82.9245028447,84.8126191622,88.785420554,85.6648978385,83.6567406593,81.4027353098,75.8731133956,63.8932136635,42.9899326433,29.5540370614,24.6515690336,29.2654294844,27.0416351678,26.4430084997,24.5062618674,32.5425618051,36.5271449838,65.6671620069,71.6363007147,70.8147906121,57.2703772194,33.9786475098,24.9961793123,18.826221754,15.6174069002,16.3025882706,27.0102681075,53.297329314,78.6717182623,65.847780655,70.9964201765,73.0947023694,72.8791469182,71.3364909204,73.9768070136,80.002531872,75.7611325652,75.1581269211,75.3009286561,86.1702173475,82.5655469895,83.5022269793,89.5223319314,83.2253599678,81.9093387615,76.4871791539,74.273880519,72.7943244859,72.111354024,72.2396614244,73.8738474461,80.1112862491,78.2027538229,77.7608274926,79.6406620028,79.5654318497,80.9282954337,82.2950329446,87.9567179259,87.257360816,80.5505345271,74.9610271982,60.1667897023,60.9817410339,57.1400662284,57.3584704991,53.862306029,41.1780264261,31.7204190093,27.7586646617,20.1131747438,20.8277009994,30.7702479413,49.1892005343,48.9906599716,41.676782604,38.4407904142,35.2250944502,33.4279723384,26.0274107997,28.4412159117,14.2206079558
55.2620370175,74.4066574033,79.5215715135,75.3029322584,75.3547087007,74.7175674633,81.7422492794,88.5685869093,83.8751004371,90.0782159279,92.2830011567,85.1169643597,90.263745576,83.4624138404,83.173890181,84.4566754351,78.3048022106,78.898163566,77.6612699874,75.0080196793,72.9659912395,71.1373166942,72.8449811751,69.619251469,69.1968478348,61.7053583481,66.9428089094,68.3715475891,63.2934460057,61.1747089554,60.042837792,47.3428378933,39.6301558321,29.5454794371,29.2697097544,54.4831599469,53.0544924155,57.4818390081,55.2417709705,41.5782929706,38.3482674735,31.1067939647,32.5771740983,43.7979091302,54.73894071,78.5889373791,75.8942204691,77.517452185,79.9581219468,83.8736469038,80.3084303717,75.0625623379,61.1853425801,38.2575305698,28.5443201205,32.4022781905,27.2943514773,24.4361135625,24.4604819764,27.2835164508,32.083103358,36.7335248126,65.9812940218,68.9229498932,70.7636257317,54.4146451774,27.7520709987,23.5665696106,24.7027996841,21.994306534,23.896821754,22.7629158609,32.4907270127,42.2267529547,68.2041870296,71.3782409862,69.6066722187,68.5746409123,69.5897371085,71.1131252343,73.652334613,74.2815532962,72.3983323041,73.3847009933,85.4037734572,81.7229726647,88.1660096634,91.2374263305,82.8190359419,80.7328141817,79.7519595396,75.848161768,71.5526784821,73.1412322165,71.9551126127,74.1987825209,78.8894703026,87.4840918488,82.2400631107,82.3309560933,78.4399988542,86.316225254,84.8681616616,83.1820064214,84.1217490344,81.834512769,80.7727534305,76.3403442625,71.2343623379,66.2665773101,62.7627629878,56.547636294,32.5041787051,23.741099588,19.8653916294,27.2458475219,46.9838580759,49.1037998647,47.3543606214,44.0686163235,38.6409863152,29.8607690582,30.9267826582,31.3614896721,29.0377873063,27.9164006852,13.9582003426
51.2281453352,72.0588391309,76.4900594224,75.6381752,71.0244115416,84.0169893187,87.3478658351,89.8679176878,84.8185399781,85.5597107524,90.741264802,89.6292819658,91.8151676054,83.1576180015,86.9618199496,84.3271760798,83.0284698148,89.2523381771,91.449157152,83.4726076471,80.2657045633,77.9725361488,71.681096582,68.7079765233,80.7460808652,67.5375061398,64.7077427086,63.808537697,54.4389218778,51.2312706383,50.2299395028,39.9142141917,47.993703684,38.1462325483,32.6976549549,52.2671353002,51.4241539955,54.0193811341,50.9458403207,42.3009272063,31.1240734285,26.924251524,35.4345353102,44.5996648573,58.5001334902,80.4761036632,76.9094320964,78.1479570377,82.8684672462,78.0213375685,75.7236917693,69.7076412372,60.3185629848,40.8577422578,43.0793867269,31.5754268851,24.1226525359,22.30536022,24.8568806434,33.9408743598,33.8879750221,35.437407449,66.0077126597,71.603550217,69.2500109303,50.8790206659,33.7665087927,30.3299645497,24.7062834121,25.6334846105,22.3768988318,26.8690692006,27.0410375741,29.4784853079,56.6617518255,64.6862344299,68.7401725213,73.1251711038,74.4807358719,72.700349054,69.9529415322,67.006811957,68.9373811737,69.8103026891,84.0945852801,82.9700678935,89.1268001172,91.4972500865,90.2141529951,91.6742787614,84.6376676492,81.5474000147,79.9494899278,77.7918965654,73.2511199879,75.3452771754,76.0478068223,86.3606818541,81.2009595929,78.2788581248,76.4194124419,78.3058761828,80.8484554254,86.8923829336,81.3401470301,82.2639070712,77.5820316985,71.7888347604,72.3372570496,72.9944802801,65.9981172529,38.2220835315,24.370839841,20.2757867572,22.2995461649,27.1205434552,55.6285696123,50.9972433572,49.2125999117,47.7287968573,35.0314639792,30.6432876161,27.3200393024,25.485234842,22.3837735186,23.0633349953,11.5316674977
55.2407483426,70.6564333431,75.185024578,69.2168915338,72.9654609619,78.3923010379,85.3335442285,89.9441623355,86.7654489786,91.1299881763,90.5779374648,89.4465036789,91.7694329094,96.4668464638,85.8623683703,85.3302714868,83.1222035268,78.127112749,86.1991516587,84.4932267413,83.0934875205,78.7625126612,73.3994627334,69.3526623056,71.7794165682,61.4064898643,62.3144480436,61.4564614085,49.8223408538,48.8094799363,48.5124879354,45.446120203,39.3520362059,27.602826423,29.3115285049,49.3961438714,50.2289727744,53.9980745496,59.1601208919,37.0293180241,27.889173105,28.9648976857,36.6291223118,42.4344516884,67.1971145683,83.7113965503,83.71545492,83.618739277,82.5003828064,82.4532671161,78.7594691118,76.1378891154,67.0010748921,56.1687194006,37.1117874505,26.161980012,25.0868252288,25.1738401103,25.2959968339,26.5952295624,30.9030839582,36.201665104,65.7835527095,67.5465249284,43.2716219301,34.2773002825,31.609683686,27.5324463027,23.5410532031,22.2222076786,24.3407844742,26.5277277688,34.8169641057,38.0052701935,64.8824704793,69.5033328724,70.5372767471,68.2856273022,69.4858032536,70.6422558116,72.1473221235,69.9244787676,69.5725123437,70.3454235876,84.3487830332,81.4064003288,83.8863034207,89.6669319412,82.5850054425,88.3801763595,84.5780894864,81.8614058612,82.471043768,78.712250268,76.2525293382,74.5717783671,72.0731239068,85.0189601729,82.2396286616,77.5872795801,76.735754335,77.050343097,80.2554235515,82.8750803209,79.6430042546,77.5163482686,73.4216874554,71.4726227018,71.6744700407,75.5762621999,57.2811849432,38.7955098599,29.1410336417,26.155963834,34.0509724584,35.4512434191,62.4497300453,54.7904902023,51.7783902874,43.5104819002,29.8220109618,23.9951381806,22.5304215863,26.7144485718,25.5360553156,27.322523841,13.6612619205
57.5422368231,70.8199660716,74.9051719377,68.3286325866,70.421369926,74.0559640973,84.9487753866,83.1211808877,80.0507871094,86.514898206,86.5138955525,86.2657921376,90.4413662998,88.8179847417,88.0507173057,90.595397811,89.4842579171,92.0287343256,88.0132881656,83.8347900858,81.2010317283,81.9046662911,77.6275685667,75.7079466163,80.0086034496,70.7505809634,65.2818719321,65.860938243,55.6740607161,52.4305478098,51.704589025,41.1607856767,49.5024229718,43.224137374,37.0071654283,44.8766252882,44.4174192915,43.133776419,39.3760092683,28.8897997913,28.2156372902,29.5488796313,33.3438508788,32.2353908552,64.0240743426,82.1894315634,80.9735299139,85.3336527375,86.9547609545,82.4741392475,80.360700738,73.0638249445,61.856421948,43.1549336384,26.9612799529,25.6740244103,24.9467555381,24.7544001903,27.0690683568,29.94952672,32.8052590929,36.1332609619,56.5887732758,62.0123985564,42.3336351547,33.4175363923,23.2608785678,24.9973850597,28.1634344657,25.8263615032,25.8535289103,25.7739013166,26.5520382189,31.3933048394,38.5963113113,57.5542473903,65.146320746,70.911312461,70.6891306414,69.8170397842,64.2311742372,65.8811852663,65.2872885869,67.8262884629,83.3468991077,80.2066302189,87.2787330188,90.8310845758,78.2924112788,77.3327017612,76.433923999,74.4782773798,69.8500408808,71.1127011776,76.0919338048,73.9366221273,71.9492695102,81.4581277388,81.0659275925,81.8499132688,78.1238859091,82.947208413,84.3870439227,83.0283243986,81.6908224503,75.8886871431,70.1099550356,68.2869278876,63.8794690428,65.4591941777,39.3388476837,25.4032363562,22.4178462181,26.6154943077,36.0600572551,43.592180243,75.5353244753,59.8132836382,56.7642773087,39.307649078,28.8676579942,24.1400557989,22.6931933796,28.4666170491,33.2301159039,31.8286505572,15.9143252786
53.88891989,71.9284632469,75.6164215521,74.0935294958,72.5833458016,74.672068177,78.3447553782,77.6465871107,77.1031207399,79.7510259221,81.6852840703,83.9419618528,89.4730089054,85.103006873,88.4409396314,88.2719751929,83.2201534167,80.2021970162,81.7461124144,82.1985140811,80.4687000614,79.2186982015,74.6136026635,69.9261228674,81.2200465722,65.3914982469,69.1057343123,67.0123740614,55.4516850392,51.6838514109,49.3353891625,42.9656983311,38.3619149849,26.9150900538,28.5599225745,40.2666988117,40.3614880967,40.0764845742,35.7186243683,29.1627136157,26.4272498528,30.0226427296,28.7569123194,34.4245302388,63.7103221661,81.9715573652,83.4235243763,84.5247059288,84.0576955163,84.526312809,82.5119873859,75.3013878124,58.5756312674,32.5540634845,30.5771704914,26.3180082112,24.2376032738,26.4494400472,28.5700811033,33.2383460549,33.2441259515,36.1779967923,66.0740267772,61.7158263028,49.560123256,37.941921825,34.6785437841,30.5447175268,24.2882810605,25.4099466133,23.3871652464,30.4868905865,36.0382520741,39.106586186,71.0167614883,73.4872320331,73.0239056913,77.6411237864,76.7028373623,75.0549243711,70.6216739544,67.7262514322,68.6138915211,68.5668992404,81.8731699706,80.5578399854,82.9790327656,89.3558170299,77.0609556292,85.469006101,80.2964656323,76.441654328,71.5672060967,72.2984360891,73.5041980567,75.9258287485,81.29908604,80.4185148732,79.8278564277,82.840426976,83.4426192681,82.970244248,87.6654004135,87.9597572618,81.0858959169,75.7302859455,71.3657486927,63.3524576019,53.9061194943,44.6806705373,27.6624633788,24.7126250506,26.0406940914,35.5163216777,38.9131415687,44.3166335352,51.6920711209,53.9110105566,55.888743319,38.0030379717,29.5902682708,26.8913708932,26.1240457566,25.8016893293,24.1416834685,24.4542102262,12.2271051131
51.4933270549,69.1292001465,73.6572402215,70.6148030425,72.0152779817,82.3451582565,84.2572654042,89.6001337896,83.64777862,82.1617176981,89.0255196152,84.1258659805,90.0993003073,82.3660559625,88.035555537,86.0831940422,86.298398468,90.4748514265,88.3528575503,84.826723156,80.9009490092,73.7181752594,70.2844356951,68.3864950804,80.8170702415,69.6665328991,63.4391530436,62.7090240513,49.0337368629,50.4054419557,51.347964732,50.5144097743,75.8258649002,49.2718543135,38.8513135321,45.7399043287,42.7991154218,35.5242502368,26.0288431876,23.9308457608,27.6666194759,30.7758445881,31.1878765939,33.0244230727,64.6287109372,82.4102654645,87.8743270875,85.7152855131,87.7787090219,85.9852310076,82.1636654447,72.3667318626,61.2607889016,38.2617674961,28.3309038357,24.5242952423,23.7671682746,26.0395140175,28.3436424442,31.6462475219,33.2510937929,58.0921548743,58.2972286273,58.3545685762,37.3701223359,35.5881587432,30.4427791687,28.3491841503,25.3085720926,23.4697766762,25.3545092251,27.7904691513,37.8339842098,62.7821188736,65.9983543486,68.8306284355,68.1743996245,71.5065255151,70.1694437345,70.2726448013,74.3045814077,70.9408487409,69.8821509933,71.0183166053,84.5054303906,84.2384292738,89.2427717495,91.5116772107,82.0417108297,79.5586113367,78.7689762321,74.5172990951,71.2533441613,73.1074351232,75.5348795563,74.565388459,77.6581747437,86.6913594765,84.1975701278,82.275081433,78.4501184102,86.7300475401,85.5905026796,84.5030512968,86.9443793115,85.5733186438,74.3558879221,60.2105149121,42.8094199399,25.5921325533,27.6693377012,31.186388391,48.763135541,51.6761310708,45.5268231327,49.3647854463,71.4715968406,66.4172748105,58.9770865637,40.8986392394,32.821345495,30.0422906777,26.035722267,25.5972116645,26.5452407336,24.0744558785,12.0372279392
55.4229916637,70.3585289051,77.7524469269,76.4929732225,75.3218960558,84.4400936919,85.1330263892,89.9033518916,83.5295654926,87.6050048617,90.696635267,83.737847144,90.0864581501,76.317389991,80.1725225677,84.1086838939,81.7798169951,88.7495407159,89.1346864029,86.1613256972,82.9149937156,81.4569142831,73.334303504,69.6103001957,72.4479716634,58.1616934534,62.8077588486,65.439185335,60.0051623265,57.2346214586,54.9296452413,37.9555294703,31.923717575,25.8033892154,27.6315945747,37.5602457569,32.2454456827,28.0460181525,25.9079182634,26.1176981261,26.3039106271,29.7796559089,28.4936725721,34.5259803008,64.2257767912,82.8713806571,82.4588091937,80.7312564843,86.4240703038,84.0830664864,80.762864612,77.913072011,62.6742334784,37.1285048836,30.6276703171,23.7024952615,27.3355922266,27.437784399,26.5396178185,28.8158608033,31.656479952,34.2831175095,62.2011028062,60.4545171329,56.2319228227,42.8702973558,30.8874591413,24.6329027826,21.4993468087,24.4778616573,24.8179348471,30.1265991073,48.7044670573,76.5823533796,69.1419218573,66.7630242254,67.1130563941,70.0435576425,68.1928833201,68.9901299428,73.124842083,70.7771764306,68.7931232569,71.1872717594,81.1165541707,81.5332383451,87.2981157129,90.8414243071,82.8734273752,81.2452684081,75.5230523587,75.2259915407,67.2242466196,71.2709421806,71.8072775814,73.6423770513,78.1941682574,77.8985518847,78.1039835222,75.1232241854,70.8611390911,73.5911227387,80.1578380218,83.3806382781,84.8429529761,81.1705423622,75.4561859057,58.5090184098,45.1556191842,30.9140308138,25.4339651258,31.1608615805,54.2459886754,56.5469434152,53.0509597527,57.7253078038,79.5710773665,68.3498785087,60.22490565,44.0371631539,31.5334494518,24.6270613782,23.1876092207,23.1615820967,19.3176135877,20.4770295336,10.2385147668
