68.3475280069,78.9295980776,76.1752971093,70.7293004957,68.6500449476,68.0537027471,68.1878250471,67.1846675124,67.4645755059,66.5294895524,66.708636651,70.4399142313,72.3901043802,70.2670421403,69.2845193006,66.3302741003,65.9964294854,64.8054059348,64.4197897271,59.8573636901
66.8819136912,78.8472867557,75.7217854925,70.1704358986,67.9852838463,67.8363881016,67.1977142037,67.0352823994,66.177273006,66.2423430531,66.3722921213,69.6514812352,72.3114296685,69.9615339655,67.9580956373,66.5490541531,65.3715385022,64.0007361924,63.28011306,59.6345154512
64.0004829453,73.8409044597,70.9736232965,66.9190809198,65.5897683441,64.8227214241,63.891942247,63.8850461598,63.6517871144,63.0608827835,62.8451108873,65.9759146911,67.5895857356,65.3845124282,64.0139744663,61.2607900009,61.769247963,61.1267277106,59.8329223245,55.7644825558
63.9848305711,75.2960852453,71.7279576458,67.0305741242,65.2304596147,65.2285675974,63.1323673504,63.399667463,63.8108652803,63.5171372863,62.9356194358,66.0793535297,67.7996806827,66.0656557841,64.7270414461,62.3393392408,62.4968447562,60.5903782797,60.7267844066,56.2150850081
60.5590180223,71.3105761265,67.9967273865,63.2059769092,61.6035408526,61.1556423031,60.6514127677,59.7287198459,59.6431710323,59.7212585127,59.4937325428,62.2294236542,63.3319548907,62.3777526518,60.4008627488,57.3795858399,58.6137651565,57.5229706643,56.3423417109,52.0755820393
60.8924385696,70.2132304943,67.2340655535,64.2289721087,61.6257375371,60.6764961941,60.6168809521,59.7288907694,60.1445858125,59.584439999,58.7984411592,63.2146679307,62.5852940356,62.806726092,60.6467971583,57.9774082521,58.4825778776,57.3738771231,56.8948991022,52.0756374434
57.4218995231,65.6267863016,63.8021672359,58.4715243817,57.460539453,56.6639994859,56.330793273,56.9975849416,56.15891317,56.4637806734,54.977110879,59.6129516355,58.6320294474,57.9442198458,56.6048453443,52.8189704485,54.9668794479,52.623434842,53.0134055124,47.9337620525
56.8685973112,66.1442183203,65.3899114352,58.6084168957,56.6313910459,58.4676357269,57.077348466,56.9103183233,55.5034124232,55.6932838926,54.6478389878,60.3180081661,59.7964552219,58.6428678199,56.6272672548,53.8218973657,54.744617851,53.1168254445,53.466093734,49.7556234673
59.6672022255,68.738075562,66.5751236125,62.339202113,60.7637576368,59.7905939848,59.4288132099,59.563984294,59.080010329,59.51853746,58.5224027811,62.2723087425,61.9186171326,60.3668002066,59.043826685,59.0110092388,57.3485735158,55.8718622643,56.4485115718,50.8094544487
63.8903406355,72.5942037605,70.9415743787,66.7206394713,64.8071212508,64.1266979075,62.9626300638,63.7627365467,63.3395299559,62.6300987646,63.094302702,65.7654798299,68.1579576109,65.7532093842,64.5950701134,61.983202751,61.5434147915,60.2708342572,60.3061376351,55.7287057774
66.4615756887,77.6813061578,73.6420502401,69.9743525986,67.4098654733,67.6557432617,66.2604438787,66.9949340306,65.7454082819,65.2581282317,65.8611042718,68.8127044049,70.2451630815,69.0558598701,66.8366262414,65.6972688966,65.2321639069,63.3756619416,62.578075239,58.9448084635
67.453206394,78.7958699597,74.4686697349,70.5295882487,68.3174782922,67.6554641104,66.6705832353,66.0579725779,66.0898589141,65.7292832818,65.8701113384,68.7901550289,70.9367856026,69.7146169755,67.9500472823,66.4740051353,66.3582290627,63.6850335928,63.1530744357,59.1333404832
59.7870926674,69.0620089534,67.5785270453,62.9153252692,61.3243426692,60.6854716889,60.7234076678,60.9415275412,60.0772882417,58.8975811457,58.5269465409,61.4642122358,63.8415539206,61.2182561432,59.9846114784,57.5890027814,57.9475238555,57.0064952707,56.655260725,51.9229320955
58.292836102,68.0293343164,64.3032591483,59.8992926358,59.4537503909,58.0300209621,57.5124745797,58.7049018894,56.6823696395,57.5282291103,57.1095872945,59.7743193703,58.1098571933,59.6583609983,57.8759851409,54.1261053207,55.3304930812,54.5796787965,54.0052820377,49.5690206653
54.158236289,62.9629825539,60.1620648823,55.6264847359,55.4069631274,53.8294064294,54.777922806,53.7118181311,53.3805496082,51.9372434412,50.8181255154,55.2530809504,54.8977719521,53.110794769,51.7884849264,51.5798794954,50.053545908,49.929275873,49.9936120967,44.8334639028
55.8583439939,64.0733970142,62.1038316507,58.9768108086,56.5682854971,56.2220327721,55.934569998,54.018012103,55.2511670386,53.8723946286,53.7695092316,57.7360096498,57.2912877451,56.2759257574,54.9733343388,51.7486442797,52.0319651756,51.618279326,51.8229492502,46.7375746957
51.9195834407,59.2706169109,58.7283358532,52.7375642352,52.8376987724,51.3407667172,52.0311690463,53.4555904697,51.3392689163,51.6183172811,51.5100539567,53.2774290046,53.448424344,52.1979967391,51.7012699769,45.6009154729,49.6277193924,48.8476829833,47.8037782579,42.5121916154
50.3140083561,59.735560476,56.4320731043,50.1676916973,51.5534023631,50.7311837759,48.9466438958,50.1574431315,50.4336536922,49.0818113989,47.0595495369,52.7180715367,50.7022681612,50.0285785703,49.459636246,44.8790911484,45.2981657067,47.5645068309,43.5429406025,42.144863816
46.1804516192,51.2078118612,50.3853461475,45.479426117,43.2644044257,44.6231931098,41.5963661802,43.0192194753,42.3884814622,42.8208632933,41.8582369791,44.9654173065,43.1548987722,45.4262136787,43.7673416621,35.9642969059,43.3264362264,39.5671580856,39.201464152,32.0104633719
46.9467026518,50.9340338746,49.9847591637,47.9648757031,44.9901994218,45.5306385608,45.1151930068,45.4572428764,45.5999158609,44.4449834767,43.4782242393,48.7108371427,43.727947533,43.8225685194,44.8937228407,40.1984332146,43.2147914545,40.9548957927,43.040333873,39.0915125704
38.4227033665,42.2763297425,44.6113325631,38.5226819735,36.0694119857,37.7954452797,38.2249044912,39.4414363253,38.192528895,40.000419443,33.9070314738,42.1441538241,36.341067341,38.1438453945,35.1699790982,34.0520249112,33.8607354377,32.9965168238,33.2194353219,32.413992213
27.2691734289,27.3866965292,29.9396750283,28.2246236218,26.106122401,24.9990384887,27.7604490336,25.1602438256,22.7954497407,23.1277659109,23.2650475829,26.9248017208,26.396067731,24.1365718343,23.6838464295,16.9637566727,19.3808683719,20.5904625909,23.7272193409,16.7340858872
27.5948916041,32.2848095129,27.6225033603,27.3542579372,25.2073174377,30.0632239458,28.2406447246,29.811569431,30.5306953755,27.7978120216,23.6485050944,27.1287577995,24.9516467605,22.2581539152,24.6138529213,15.0018013832,23.9537901913,22.3778439164,27.9652367453,22.1862705984
39.9414096377,43.4133820923,47.3317749745,39.8650989613,42.0612397283,40.544074496,40.6341153107,41.3119243049,39.7047544574,39.5711105996,37.2853600112,41.0887213002,40.5804232932,38.3972778017,38.0080577587,36.0806408079,35.6108997435,36.3593801426,33.9314246395,31.0086901732
43.4307876031,50.3814114952,50.1598983151,45.4661523449,45.38736117,43.599176371,44.8161091064,45.3719119104,43.4897525222,44.1746673867,43.5468069111,49.8898165801,46.7624900677,43.8468661519,45.6326686117,41.7443434073,41.9118065062,40.0511395286,42.4471147072,38.6576482937
59.989649557,64.859940815,66.9591157363,62.3994585588,61.2598963814,59.0888881537,59.5941709069,59.6058815858,59.4498393971,58.554381583,57.9143770336,61.6953466932,63.3063246694,60.4917747587,59.4282481839,58.7444378392,58.1356837546,55.7335655499,55.7196778054,51.635007892
68.527095528,79.3302322852,75.582253155,71.9531056592,69.7244035158,68.0690865844,67.4150406192,68.1867912777,68.8406186867,67.2091548597,67.6817207311,70.7256891298,72.499124209,70.8064357928,69.8849735524,68.0647745955,66.0597134299,64.8700645993,64.5207283872,59.8189041587
77.7663863485,91.1427492592,84.7420041813,83.1651314232,78.6069820428,76.2963438995,76.8709760033,77.2655937762,76.8725029616,76.1575426052,76.2717721506,79.7948839732,83.6163949106,82.1825179889,80.3801843401,80.8127706401,75.4307745898,73.3852401024,73.2743365097,69.5840890079
71.5301594624,82.3949671376,79.2931320487,74.4610270914,72.65410638,71.1673634831,71.0820375112,71.1072385088,71.4493638867,70.0854057925,70.7621276451,74.4202738186,76.438452402,73.8280600929,72.6258679063,70.7567838405,69.6571301243,69.3972344363,67.1995704963,64.0353577579
73.7363648179,87.5449976878,81.6585156587,77.9748418919,74.4228013107,73.7204566867,72.6091784845,72.7512943248,74.263504805,71.5370344648,71.9397487176,75.6425659069,80.3923230105,74.8757075469,73.5590566074,71.9659465618,71.3158745919,69.8416526837,69.1159003744,65.0281202401
