07:29-07:30,   1,   0,,0.4
07:30-07:31,   0,   0,,0.0
07:31-07:32,   3,   0,,1.3
07:32-07:33,   4,   0,,2.0
07:33-07:34,   2,   0,,0.8
07:34-07:35,   2,   0,,0.8
07:35-07:36,   3,   0,,1.7
07:36-07:37,   0,   0,,0.0
07:37-07:38,   2,   0,,0.9
07:38-07:39,   0,   0,,0.0
07:39-07:40,   0,   0,,0.0
07:40-07:41,   0,   0,,0.0
07:41-07:42,   3,   0,,1.0
07:42-07:43,   0,   0,,0.0
07:43-07:44,   1,   0,,0.3
07:44-07:45,   2,   0,,1.6
07:45-07:46,   3,   0,,2.3
07:46-07:47,   0,   0,,0.0
07:47-07:48,   1,   0,,0.3
07:48-07:49,   0,   0,,0.0
07:49-07:50,   1,   0,,0.3
07:50-07:51,   2,   0,,0.9
07:51-07:52,   1,   0,,0.3
07:52-07:53,   3,   0,,1.3
07:53-07:54,   1,   0,,0.4
07:54-07:55,   1,   0,,0.4
07:55-07:56,   2,   0,,1.0
07:56-07:57,   1,   0,,0.5
07:57-07:58,   0,   0,,0.0
07:58-07:59,   1,   0,,0.3
07:59-08:00,   3,   0,,1.5
08:00-08:01,   2,   0,,2.7
08:01-08:02,   1,   0,,0.3
08:02-08:03,   1,   0,,0.3
08:03-08:04,   2,   0,,1.1
08:04-08:05,   0,   0,,0.0
08:05-08:06,   2,   0,,0.8
08:06-08:07,   0,   0,,0.0
08:07-08:08,   3,   0,,1.5
08:08-08:09,   1,   0,,0.4
08:09-08:10,   4,   0,,1.9
08:10-08:11,   3,   0,,1.0
08:11-08:12,   3,   0,,1.3
08:12-08:13,   0,   0,,0.0
08:13-08:14,   3,   0,,1.1
08:14-08:15,   0,   0,,0.0
08:15-08:16,   1,   0,,0.4
08:16-08:17,   2,   0,,1.0
08:17-08:18,   1,   0,,0.4
08:18-08:19,   0,   0,,0.0
08:19-08:20,   2,   0,,0.8
08:20-08:21,   1,   0,,0.4
08:21-08:22,   2,   0,,1.2
08:22-08:23,   1,   0,,0.5
08:23-08:24,   0,   0,,0.0
08:24-08:25,   1,   0,,0.4
08:25-08:26,   1,   0,,0.4
08:26-08:27,   0,   0,,0.0
08:27-08:28,   2,   0,,0.8
08:28-08:29,   0,   0,,0.0
08:29-08:30,   0,   0,,0.0
08:30-08:31,   1,   0,,0.8
08:31-08:32,   1,   0,,0.4
08:32-08:33,   0,   0,,0.0
08:33-08:34,   2,   0,,0.9
08:34-08:35,   0,   0,,0.1
08:35-08:36,   1,   0,,0.2
08:36-08:37,   0,   0,,0.0
08:37-08:38,   4,   0,,1.9
08:38-08:39,   1,   0,,0.2
08:39-08:40,   3,   0,,1.4
08:40-08:41,   0,   0,,0.0
