68.72444444,109.5937358
86.03388889,40.98657377
81.15833333,52.03654167
87.95222222,48.60793951
83.64194444,45.76560725
79.33166667,42.923275
74.67722222,32.93631451
85.73666667,29.80221111
90.18111111,42.82097654
83.84777778,32.55571728
79.57166667,24.49258611
87.73666667,35.58798889
87.37722222,33.11264784
83.18888889,30.44454321
91.08444444,39.80642469
78.04777778,21.88649506
88.53222222,30.08873951
94.06666667,34.03477778
86.54,23.22917778
78.30722222,20.43511451
89.28944444,21.84305525
85.74222222,25.0123284
87.75472222,26.11187701
89.76722222,27.21142562
79.785,20.80749722
80.3,22.60955556
99.70166667,31.51338611
96.825,29.59333056
93.94833333,27.673275
89.3334887,27.68112472
84.71864407,27.68897443
82.67853107,18.17174248
82.67853107,18.17174248
92.06666667,36.33092279
92.25310734,31.41575282
92.43954802,26.50058285
90.34689266,27.71113697
88.25423729,28.92169108
90.44,37.06817778
87.9725,34.39127083
85.505,31.71436389
84.06388889,22.53952932
85.65555556,24.73324691
88.73444444,57.4830358
82.79666667,30.17221111
81.72722222,25.96809228
85.85444444,20.01825802
86.25305556,20.96843318
86.65166667,21.91860833
90.5,27.90111111
92.60722222,25.58367006
87.39277778,24.71144784
86.15555556,21.16124691
87.60055556,21.18705525
85.87527778,22.60544429
84.15,24.02383333
81.36277778,21.60689228
81.535,177.9568306
79.04333333,501.0197889
81.04055556,583.091633
84.31277778,330.7816207
87.585,78.47160833
90.93888889,36.97659877
88.53833333,22.48358611
92.11722222,28.5072034
88.435,31.53905278
91.14277778,30.6800034
90.22,32.39602562
89.29722222,34.11204784
89.585,32.44983056
78.39555556,20.86198025
79.65722222,20.88244784
81.0475,20.39901034
81.74263889,20.15729159
82.43777778,19.91557284
79.03611111,26.56208488
82.33944444,21.78294414
82.65833333,23.818875
80.57722222,21.94595772
78.49611111,20.07304043
79.09333333,21.25906667
79.30472222,19.29109799
79.51611111,17.32312932
72.65888889,30.02075432
75.03111111,30.31225432
77.77666667,28.20321358
80.52222222,26.09417284
85.10805556,22.91170664
89.69388889,19.72924043
85.86083333,20.97345664
82.02777778,22.21767284
86.43555556,22.4317358
75.75555556,224.1475802
73.23727778,257.9392901
70.719,291.731
70.74116667,312.9336056
70.76333333,334.1362111
72.13194444,420.7361887
73.50055556,507.3361664
73.25333333,559.0181556
73.58861111,596.5511535
73.92388889,634.0841515
68.08944444,524.2474997
76.85388889,639.1342627
78.01444444,662.1792358
76.65333333,693.1537111
77.62111111,313.968221
81.75222222,257.8034951
76.78555556,265.4713469
75.75944444,229.042633
78.53694444,172.8323789
81.31444444,116.6221247
74.72277778,101.1900923
78.72777778,119.9936728
69.34611111,169.253596
74.18027778,196.8429715
79.01444444,224.4323469
79.07722222,180.3770923
77.52555556,211.244458
75.27944444,237.7771886
73.80444444,169.9823136
75.11277778,236.6910034
79.49444444,266.3191914
69.88055556,213.6561219
71.49083333,140.507727
72.29597222,103.9335296
73.10111111,67.3593321
